
sys	0m0.124s

real	0m17.643s
user	0m17.511s
sys	0m0.112s

real	0m17.751s
user	0m17.608s
sys	0m0.124s

real	0m18.140s
user	0m17.976s
sys	0m0.144s

real	0m17.727s
user	0m17.560s
sys	0m0.148s

real	0m17.759s
user	0m17.624s
sys	0m0.116s

real	0m17.818s
user	0m17.697s
sys	0m0.108s

real	0m17.859s
user	0m17.668s
sys	0m0.172s

real	0m17.694s
user	0m17.527s
sys	0m0.148s

real	0m17.735s
user	0m17.608s
sys	0m0.108s

real	0m17.619s
user	0m17.452s
sys	0m0.148s

real	0m17.590s
user	0m17.379s
sys	0m0.192s

real	0m17.652s
user	0m17.457s
sys	0m0.176s

real	0m17.665s
user	0m17.522s
sys	0m0.124s

real	0m17.589s
user	0m17.462s
sys	0m0.108s

real	0m17.806s
user	0m17.651s
sys	0m0.136s

real	0m17.614s
user	0m17.439s
sys	0m0.156s

real	0m17.640s
user	0m17.469s
sys	0m0.152s

real	0m17.825s
user	0m17.681s
sys	0m0.124s

real	0m17.607s
user	0m17.426s
sys	0m0.160s

real	0m18.156s
user	0m18.000s
sys	0m0.136s

real	0m17.603s
user	0m17.452s
sys	0m0.132s

real	0m17.660s
user	0m17.513s
sys	0m0.128s

real	0m17.675s
user	0m17.507s
sys	0m0.148s

real	0m17.728s
user	0m17.532s
sys	0m0.176s

real	0m17.636s
user	0m17.454s
sys	0m0.164s

real	0m17.715s
user	0m17.560s
sys	0m0.136s

real	0m17.571s
user	0m17.380s
sys	0m0.172s

real	0m17.845s
user	0m17.677s
sys	0m0.150s

real	0m17.607s
user	0m17.444s
sys	0m0.144s

real	0m17.994s
user	0m17.859s
sys	0m0.116s

real	0m17.636s
user	0m17.465s
sys	0m0.152s

real	0m17.606s
user	0m17.467s
sys	0m0.120s

real	0m17.667s
user	0m17.464s
sys	0m0.184s

real	0m18.029s
user	0m17.862s
sys	0m0.148s

real	0m17.585s
user	0m17.426s
sys	0m0.140s

real	0m17.622s
user	0m17.483s
sys	0m0.121s

real	0m17.718s
user	0m17.579s
sys	0m0.120s

real	0m17.804s
user	0m17.601s
sys	0m0.184s

real	0m17.982s
user	0m17.839s
sys	0m0.124s

real	0m17.906s
user	0m17.754s
sys	0m0.136s

real	0m17.642s
user	0m17.507s
sys	0m0.116s

real	0m17.709s
user	0m17.565s
sys	0m0.124s

real	0m17.942s
user	0m17.751s
sys	0m0.172s

real	0m17.862s
user	0m17.719s
sys	0m0.124s

real	0m17.578s
user	0m17.415s
sys	0m0.144s

real	0m17.828s
user	0m17.669s
sys	0m0.140s

real	0m17.888s
user	0m17.728s
sys	0m0.140s

real	0m17.596s
user	0m17.473s
sys	0m0.104s

real	0m17.986s
user	0m17.795s
sys	0m0.172s

real	0m17.741s
user	0m17.618s
sys	0m0.104s

real	0m17.701s
user	0m17.554s
sys	0m0.128s

real	0m17.666s
user	0m17.506s
sys	0m0.140s
